name,price,package_size,serving_size,calories_per_serving,calculated_calories,serves_about,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Added Sugars,Protein,Vitamin D,Calcium,Iron,Potassium,Polyunsaturated Fat,Monounsaturated Fat,Vitamin A,Vitamin C,Insoluble Fiber,Soluble Fiber,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Folic Acid,Vitamin B12,Zinc,Pantothenic Acid,Phosphorus,Calories from Fat,Trans Fat 0g,† As prepared with unsalted butter and salt.,Added SugarsƗ,Ɨ One  serving adds 16g of sugar to your diet and represents  32% of the Daily Value for Added Sugars
Creamed Multi-Floral New Zealand Honey,$3.99,16 Oz,20 g,60.0,64.0,,0 g,0 g,0 g,0 mg,0 mg,16 g,0 g,16 g,,0 g,,,,,,,,,,,,,,,,,,,,,,,,16 g,
New Zealand Salted Butter,$3.29,8 Oz,14 g,100.0,99.0,,11 g,8 g,0.5 g,30 mg,75 mg,0 g,0 g,0 g,0 g,0 g,0 mcg,0 mg,0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Chile Spiced Pineapple,$3.99,6 Oz,40 g,130.0,132.0,4,0 g,0 g,0 g,0 mg,60 mg,32 g,6 g,22 g,1 g,1 g,0 mcg,80 mg,0.8 mg,280 mg,,,,,,,,,,,,,,,,,,,,,
Sesame Crusted Hardwood Smoked Ahi Tuna,$6.99,4 Oz,56 g,140.0,61.0,2,1.0 g,0 g,0 g,20 mg,600 mg,0 g,0 g,0 g,0 g,13 g,0.9 mcg,10 mg,0.5 mg,240 mg,,,,,,,,,,,,,,,,,,,,,
Vegan Bolognese Style Pasta Sauce,$3.49,16 Oz,126 g,110.0,111.0,,7 g,1.0 g,0 g,0 mg,330 mg,8 g,2 g,5 g,0 g,4 g,0 mcg,20 mg,1.7 mg,250 mg,,,,,,,,,,,,,,,,,,,,,
TJ's Mushroom & Company Multipurpose Umami Seasoning Blend,$2.99,2.1 Oz,1 g,0.0,0.0,60,0 g,,,,140 mg,0 g,,,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Thai Style Green Chili Sauce,$2.99,7.3 Oz,30 g,90.0,97.0,,9 g,0 g,0 g,0 mg,250 mg,4 g,0 g,1 g,1g,0 g,0 mcg,0 mg,0.2 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Mango & Cream Bars,$3.49,11.29 Oz,120 g,160.0,169.0,2.5,5 g,3.0 g,0 g,15 mg,25 mg,29 g,1g g,27 g,20 g,2 g,0.2 mcg,50 mg,0.1 mg,130 mg,,,,,,,,,,,,,,,,,,,,,
"Tahini, Pepita & Apricot Slaw Kit",$3.99,14.25 Oz,100 g/,160.0,158.0,4,10 g,1.5 g,0 g,0 mg,150 mg,13 g,3 g,7 g,3 g,4 g,0.0 mcg,60 mg,1.6 mg,360 mg,,,,,,,,,,,,,,,,,,,,,
I Dream of Chocolate Cake,$6.99,16 Oz,76 g,250.0,257.0,6,13 g,7 g,0 g,40 mg,160 mg,32 g,2 g,22 g,21 g,3 g,0.4 mcg,40 mg,1.8 mg,170 mg,,,,,,,,,,,,,,,,,,,,,
Joe-Joe's Slims,$1.99,10.9 Oz,33 g,150.0,149.0,9,5 g,2.0 g,0 g,0 mg,110 mg,24 g,1 g,12 g,12 g,2 g,0 mcg,0 mg,1.8 mg,100 mg,,,,,,,,,,,,,,,,,,,,,
Everything Ciabatta Rolls,$2.49,14.1 Oz,100 g,250.0,237.5,4,1.5 g,0 g,0 g,0 mg,730 mg,48 g,2 g,1g,0 g,8 g,0 mcg,20 mg,3.4 mg,90 mg,,,,,,,,,,,,,,,,,,,,,
Pain Au Lait,$2.99,9.9 Oz,35 g,130.0,128.5,8,4.5 g,2.0 g,0 g,20 mg,160 mg,19 g,1 g,5 g,4 g,3 g,0.1 mcg,10 mg,0.3 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Dark Chocolate Orange Sticks,$3.99,10 Oz,30 g,120.0,119.0,9,3.0 g,1.5 g,0 g,0 mg,10 mg,23 g,1g,17 g,17 g,0 g,0.0 mcg,0 mg,0.9 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Chevre with Honey,$3.29,5 Oz,28 g/,80.0,77.0,5,5 g,3.5 g,0 g,20 mg,75 mg,4 g,0 g,3 g,2 g,4 g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Stone Ground Yellow Corn Taco Shells,$2.69,5.5 Oz,26 g,130.0,126.0,6,6 g,2.5 g,0 g,0 mg,0 mg,16 g,2 g,0 g,0 g,2 g,0 mcg,20 mg,0.2 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Everything But The Elote Seasoning Blend,$1.99,2.3 Oz,0.8 g,0.0,0.0,81,0 g,,,,70 mg,0 g,,,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Everything But The Gluten Crackers,$2.99,4.2 Oz,30 g,160.0,171.0,4,11 g,1.0 g,0 g,0 mg,190 mg,13 g,4 g,1 g,0 g,5 g,0 mcg,30 mg,1.2 mg,160 mg,,,,,,,,,,,,,,,,,,,,,
Organic Cucumber Kefir Dressing,$3.49,12 Fl Oz,30 mL,50.0,48.0,12,4.0 g,0 g,0 g,0 mg,160 mg,2 g,0 g,2 g,0 g,1 g,0.1 mcg,40 mg,0.1 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Dark Chocolate Salted Caramel Bar Thin,$1.99,2.65 Oz,25 g,130.0,133.0,3,9 g,5 g,0 g,10 mg,0 mg,12 g,2 g,10 g,7 g,1 g,0.3 mcg,0 mg,0.2 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Vegan Caesar Dressing,$3.99,11 Fl Oz,30 mL,70.0,75.0,11,7 g,1.0 g,0 g,0 mg,260 mg,2 g,0 g,1 g,0 g,1 g,0 mcg,10 mg,0.2 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Chicken-less Mandarin Orange Morsels,$3.79,9.25 Oz,131 g,530.0,268.0,2,8 g,0.5 g,0 g,0 mg,720 mg,29 g,7 g,15 g,15 g,20 g,0.0 mcg,50 mg,2.0 mg,400 mg,,,,,,,,,,,,,,,,,,,,,
Everything But The Bagel Seasoned Potato Chips,$2.99,7 Oz,28 g,140.0,139.0,7,7 g,0.5 g,0 g,0 mg,135 mg,17 g,2 g,0 g,0 g,2 g,0 mcg,10 mg,0.5 mg,470 mg,,,,,,,,,,,,,,,,,,,,,
