,name,price,package_size,serving_size,calculated_calories,Total Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin D,Calcium,Iron,Potassium
1042,Chicken Cilantro Mini Wontons,$3.49,12 Oz,36 g,52.5,0.5g,5mg,150mg,9g,1g,1g,3g,,,,
1043,Layered Beef Tostada,$2.99,8 Oz,227 g,471.0,23 g,70 mg,830 mg,38 g,8 g,3 g,28 g,0 mcg,260 mg,3.9 mg,520 mg
1044,Unexpected Cheddar Chicken Sausage,$4.49,12 Oz,85 g,157.0,9 g,75 mg,700 mg,3 g,0 g,1 g,16 g,0 mcg,50 mg,0.9 mg,190 mg
1045,Coffee Bean Blast Ice Cream,$4.49,1 Qt,140 g,326.0,18 g,75 mg,65 mg,36 g,0 g,32 g,5 g,0.7 mcg,160 mg,0.4 mg,240 mg
1046,Beehive Promontory Cheese,$9.99,1 Lb,,0.0,,,,,,,,,,,
1047,Organic Dark Chocolate Bar with Almonds,$1.99,3.51 Oz,33 g,198.0,14 g,0 mg,0 mg,14 g,4 g,8 g,4 g,0 mcg,30 mg,2 mg,190 mg
1048,Organic Dark Chocolate Bar 73% Cacao,$1.99,3.51 Oz,33 g,198.0,14 g,0 mg,0 mg,15 g,4 g,9 g,3 g,0 mcg,20 mg,2.1 mg,190 mg
1049,Organic Milk Chocolate Truffle Bar,$1.99,3.51 Oz,33 g,198.0,14 g,10 mg,15 mg,16 g,1 g,14 g,2 g,0.3 mcg,40 mg,1 mg,140 mg
1050,Watermelon & Peach Macarons,$5.49,4.2 Oz,36 g,141.0,5 g,0 mg,15 mg,21 g,2 g,19 g,3 g,0.0 mcg,30 mg,0.3 mg,70 mg
1051,Blueberry Dream Frozen Dessert Bars,$3.49,11 Oz,156 g,500.0,12 g,55 mg,50 mg,94 g,0 g,89 g,4 g,0.0 mcg,120 mg,0.4 mg,210 mg
1052,Out of this World Ice Pops,$3.29,11.16 Fl Oz,165 g,296.0,0 g,0 mg,30 mg,74 g,0 g,69 g,0 g,0.0 mcg,60 mg,0.0 mg,30 mg
1053,Horchata Ice Cream,$3.79,1 Pint,123 g,943.0,55 g,220 mg,400 mg,98 g,1 g,87 g,14 g,2.0 mcg,420 mg,0.7 mg,430 mg
1054,Sliced Provolone Cheese,$4.99,12 Oz,28 g,104.0,8 g,20 mg,170 mg,2 g,0 g,0 g,6 g,0 mcg,210 mg,0.0 mg,20 mg
1055,Uncooked Ground Buffalo Burgers,$10.99,16 Oz,150 g/,370.0,30 g,60 mg,80 mg,0 g,0 g,0 g,25 g,,,,
1056,Fire Roasted Red Peppers,$2.29,12 Oz,28 g,12.0,0 g,0 mg,80 mg,3 g,0 g,2 g,0 g,,,,
1057,Crumbled Goat Cheese,$2.99,4 Oz,28 g,78.0,6 g,25 mg,90 mg,1 g,2 g,0 g,5 g,,,,
1058,Organic Red Bell Peppers,$3.99,12 Oz,,0.0,,,,,,,,,,,
1059,Portabella Mushrooms,$3.49,6 Oz,,0.0,,,,,,,,,,,
1060,Organic Baby Lettuce Mix,$1.99,5 Oz,,0.0,,,,,,,,,,,
1061,Organic Arugula,$3.99,7 Oz,85 g,61.5,1.5 g,0 mg,55 mg,7 g,3 g,4 g,5 g,0.0 mcg,320 mg,2.9 mg,730 mg
1062,Fig Butter,$2.99,11 Oz,20 g,44.0,0 g,0 mg,0 mg,11 g,0 g,10 g,0 g,,,,
1063,"Vegan Kale, Cashew & Basil Pesto",$3.99,8 Oz,60 g,190.0,18 g,0 mg,240 mg,5 g,2 g,2 g,2 g,,,,
1064,Cashew Butter Cashews,$4.99,8 Oz,30 g,167.0,11 g,0 mg,100 mg,13 g,0 g,9 g,4 g,0 mcg,50 mg,1.0 mg,150 mg
1065,Vegan Brioche Loaf,$3.99,15 Oz,44 g,144.0,4g,0mg,230mg,24g,2g,5g,3g,0mcg,10mg,1.4mg,40mg
1066,Seasoned Waffle Cut Fries,$3.79,20 Oz,84 g,135.0,7g,0mg,130mg,16g,2g,1g,2g,0mcg,20mg,0.4mg,350mg
1067,Organic Chicken Nuggets,$4.99,12 Oz,79 g,182.0,10 g,30 mg,450 mg,13 g,0 g,2 g,10 g,0 mcg,20 mg,0.7 mg,320 mg
1068,Classic Hamburger Buns,$2.99,16 Oz,47 g,131.0,3.0 g,0 mg,190 mg,23 g,2g g,3 g,3 g,0.00000000 IU,0.00000000 mg,0.3572 mg,30 mg
1069,Ube Spread,$3.99,10 Oz,18 g,59.0,3g,10mg,70mg,8g,0g,7g,0g,,,,
1070,Corn on the Cob,$0.69,1 Each,,0.0,,,,,,,,,,,
1071,Super Sweet Fresh Corn,$3.99,20 Oz,140 g,142.0,2.0 g,0 mg,20 mg,26 g,3 g,9 g,5 g,,0.00000000 mg,0.728 mg,
1072,Broccoli & Kale Slaw,$2.99,11 Oz,100 g,222.0,14 g,5 mg,150 mg,20 g,3 g,14 g,4 g,0.0 mcg,70 mg,1.1 mg,300 mg
1073,BBQ Cut Fresh Atlantic Salmon Fillets,$10.99,1 Lb,4 oz,227.0,15 g,60 mg,65 mg,0 g,0 g,0 g,23 g,,,,
1074,Classic Hamburger Buns,$2.49,16 Oz,57 g,133.5,1.5 g,0 mg,230 mg,26 g,2 g,3 g,4 g,0 mcg,30 mg,1.4 mg,40 mg
1075,Yellow Cake & Baking Mix,$2.99,16 Oz,45 g,280.0,12 g,80 mg,470 mg,39 g,0 g,23 g,4 g,0.6 mcg,50 mg,1.2 mg,80 mg
1076,Limoncello Gouda Cheese,$11.99,1 Lb,28 g,105.0,9g,30mg,190mg,0g,0g,0g,6g,,,,
1077,Fully Cooked Pork Belly,$6.99,12 Oz,85 g,241.0,21g,45mg,350mg,0g,0g,0g,13g,,,,
1078,Brookie,$4.49,11 Oz,39 g,168.0,8 g,20 mg,115 mg,22 g,2 g,14 g,2 g,0.0 mcg,10 mg,1.1 mg,60 mg
1079,Buffalo Style Seasoned Almonds,$3.99,8 Oz,30 g,192.0,16 g,0 mg,170 mg,6 g,3 g,1 g,6 g,0 mcg,80 mg,1.1 mg,200 mg
1080,Ube Tea Cookies,$4.49,10 Oz,30 g,129.0,5 g,15 mg,70 mg,19 g,0 g,11 g,2 g,0 mcg,10 mg,0.5 mg,20 mg
1081,Strawberry Vanilla Yogurt Pretzels,$3.49,7 Oz,27 g,129.0,5 g,0 mg,190 mg,19 g,2 g,11 g,2 g,0 mcg,20 mg,0.4 mg,70 mg
1082,Chive Cheddar Cheese,$4.99,6 Oz,28 g,109.0,9g,30mg,190mg,0g,0g,0g,7g,,,,
1083,Strawberry Lemonade Joe-Joe's,$3.49,16 Oz,27 g,133.0,5g,0mg,95mg,20g,0g,11g,2g,0mcg,0mg,0.5mg,0mg
1084,Agrodolce White Wine Vinegar,$5.99,8.5 Fl Oz,15 mL,52.0,0 g,0 mg,0 mg,13 g,0 g,13 g,0 g,,,,
1085,Truffle Flavored BBQ Sauce,$3.49,10.93 Oz,39 g,98.0,2 g,0 mg,440 mg,20 g,2 g,19 g,0 g,,,,
1086,Truffle Aioli,$3.99,10.05 Oz,15 g,90.0,10 g,0 mg,85 mg,0 g,0 g,0 g,0 g,,,,
1087,Mini Cheesecake Cones,$4.49,7.05 Oz,50 g,213.0,13 g,15 mg,30 mg,21 g,1 g,14 g,3 g,0 mcg,80 mg,0.4 mg,120 mg
1088,Wildberry Cheesecake Ice Cream,$3.79,1 Pint,132 g,960.0,56 g,340 mg,410 mg,101 g,2 g,90 g,13 g,2.4 mcg,380 mg,1.2 mg,380 mg
1089,Strawberry Swirl Cheesecake,$7.99,30 Oz,142 g,469.0,25 g,80 mg,240 mg,55 g,2 g,36 g,6 g,0.2 mcg,70 mg,1 mg,130 mg
1090,Dill Pickle Mini Falafel,$4.29,12 Oz,85 g,192.0,8 g,0 mg,550 mg,22 g,7 g,2 g,8 g,0 mcg,70 mg,1.8 mg,380 mg
1091,Peanut Butter Caramel Coated Popcorn,$3.79,6 Oz,30 g,133.0,5 g,0 mg,125 mg,19 g,1 g,12 g,3 g,0 mcg,10 mg,0.3 mg,80 mg
1092,Seasoning In A Pickle Seasoning Blend,$2.49,2.3 Oz,1 g,8.0,0 g,,90 mg,2 g,,,0 g,,,,
1093,Beef Birria,$7.99,16 Oz,227 g,555.0,31 g,210 mg,2180 mg,5 g,2 g,2 g,64 g,0 mcg,50 mg,9.0 mg,1300 mg
1094,Strawberry Basil Vinaigrette,$3.99,8 Oz,30 mL,65.0,5 g,0 mg,220 mg,5 g,0 g,4 g,0 g,,,,
1095,Dill Pickle Mustard,$1.99,9 Oz,5 g,0.0,0 g,,50 mg,0 g,,,0 g,,,,
1096,Brioche Hot Dog Buns,$3.49,16 Oz,56 g,170.5,2.5 g,10 mg,230 mg,32 g,2 g,5 g,5 g,0 mcg,10 mg,1.5 mg,40 mg
1097,Brioche Buns,$3.99,9.45 Oz,67 g,171.0,3 g,20 mg,310 mg,31 g,0 g,7 g,5 g,0 mcg,10 mg,1.7 mg,50 mg
1098,Sea Salt Brownie Bites,$2.99,6 Oz,21 g,92.0,4.0 g,10 mg,75 mg,12 g,2 g,9 g,2g g,0.0 mcg,10 mg,2.2 mg,60 mg
1099,BBQ & Black Pepper Toscano Chopped Salad,$3.49,11 Oz,100 g,157.0,9 g,5 mg,200 mg,15 g,2 g,8 g,4 g,0 mcg,100 mg,0.7 mg,170 mg
1100,Pineapple,$2.99,1 Each,,0.0,,,,,,,,,,,
1101,Mangos,$1.49,1 Each,,0.0,,,,,,,,,,,
1102,Quinoa and Black Bean infused Tortilla Chips,$3.49,12 Oz,28 g,143.0,7 g,0 mg,40 mg,18 g,3 g,0 g,2 g,0 mcg,20 mg,0.5 mg,80 mg
1103,Lemon Zest Madeleine Cookies,$2.99,3.6 Oz,34 g,143.0,7 g,35 mg,70 mg,18 g,0 g,12 g,2 g,0.1 mcg,10 mg,0.5 mg,30 mg
1104,Campari Tomatoes,$3.49,1 Lb,,0.0,,,,,,,,,,,
1105,Organic Persian Cucumbers,$2.99,16 Oz,,0.0,,,,,,,,,,,
1106,Organic Shredded Green & Red Cabbage with Carrots,$2.49,9 Oz,,0.0,,,,,,,,,,,
1107,Dorothy's Comeback Cow Soft Ripened Cheese,$6.99,7 Oz,,0.0,,,,,,,,,,,
1108,Sweet Apple Chicken Sausage,$4.29,12 Oz,68 g,126.0,6g,50mg,340mg,7g,0g,5g,11g,,,,
1109,Gluten Free Cheese Ravioli,$4.49,8 Oz,100 g,516.0,16 g,95 mg,700 mg,69 g,4 g,4 g,24 g,1.7 mcg,310 mg,1.1 mg,380 mg
1110,Ground Beef Patties 80/20,$6.49,1 Lb,112 g/,283.0,23 g,80 mg,75 mg,0 g,0 g,0 g,19 g,,,,
1111,Pollo Asado Autentico,$8.49,1 Lb,,0.0,,,,,,,,,,,
1112,Organic Chicken Grill Pack,$3.49,1 Lb,,0.0,,,,,,,,,,,
1113,Lemon Chicken & Arugula Salad,$4.99,9.2 Oz,,0.0,,,,,,,,,,,
1114,Cheeseburger Burrito,$4.49,8 Oz,227 g,599.0,31 g,90 mg,1190 mg,53 g,4 g,6 g,27 g,0.3 mcg,300 mg,5.4 mg,370 mg
1115,Spicy Jalapeño Chicken Sausage,$4.29,12 Oz,68 g,106.0,6 g,55 mg,400 mg,2 g,0 g,0 g,11 g,,,,
1116,Vegan Spinach & Cashew Ravioli,$3.99,8.8 Oz,83 g,244.0,12 g,0 mg,420 mg,28 g,3 g,1 g,6 g,0 mcg,30 mg,0.9 mg,200 mg
1117,Fancy Cheese Crunchies,$3.99,7 Oz,28 g,135.0,7 g,0 mg,260 mg,16 g,2 g,2 g,2 g,0 mcg,30 mg,0.2 mg,30 mg
1118,Organic Strawberries 2 Lb,$8.99,2 Lb,,0.0,,,,,,,,,,,
1119,Organic Strawberries 1 Lb,$6.99,16 Oz,,0.0,,,,,,,,,,,
1120,Strawberries 2 Lb,$7.99,2 Lb,,0.0,,,,,,,,,,,
1121,Strawberries 1 Lb,$4.99,16 Oz,,0.0,,,,,,,,,,,
1122,Gluten Free Double Chocolate Muffins,$5.99,14 Oz,99 g,429.0,25g,65mg,390mg,47g,2g,23g,4g,,,,
1123,Balsamic Rosemary Beef Steak Tips,$11.99,1 Lb,112 g,225.0,13 g,70 mg,310 mg,6 g,0 g,5 g,21 g,0 mcg,10 mg,2.5 mg,350 mg
1124,Organic Poppy Seed Dressing,$3.69,12 Fl Oz,30 mL,131.0,11 g,10 mg,240 mg,8 g,0 g,8 g,0 g,0 mcg,10 mg,0.1 mg,10 mg
1125,Argentinian Red Shrimp with Ginger Garlic Butter,$7.99,9 Oz,255 g,319.0,15 g,385 mg,400 mg,5 g,2 g,2 g,41 g,0 mcg,90 mg,0.9 mg,580 mg
1126,Premium Salmon Burgers,$7.49,12.8 Oz,1 Burger,99.0,3 g,20 mg,330 mg,3 g,0 g,1 g,15 g,20.9 mcg,0 mg,0.3 mg,320 mg
1127,Non-Dairy Oat Creamer Brown Sugar Flavor,$1.99,16 Fl Oz,15 mL,25.0,1g,0mg,25mg,4g,0g,4g,0g,0mcg,0mg,0mg,10mg
1128,Organic Red Wine Vinegar,$1.99,8.45 Fl Oz,15 mL,0.0,0g,,0mg,0g,,,0g,,,,
1129,Buttermilk Brined Half Chicken,$4.99,1 Lb,112 g,223.0,15g,75mg,470mg,2g,0g,2g,20g,0.2mcg,50mg,0.5mg,220mg
1130,Organic Baked Tofu Teriyaki Flavor,$3.99,7 Oz,99 g,192.0,8 g,0 mg,530 mg,15 g,3 g,2 g,15 g,0 mcg,80 mg,3 mg,240 mg
1131,Portuguese Custard Tarts,$2.99,7.05 Oz,200 g,546.0,22 g,190 mg,390 mg,77 g,2 g,38 g,10 g,0 mcg,100 mg,2.0 mg,200 mg
1132,Tres Leches Cake,$7.99,17.5 Oz,124 g,342.0,22 g,170 mg,125 mg,29 g,0 g,23 g,7 g,1 mcg,160 mg,0.8 mg,220 mg
1133,Chimichurri Sauce,$3.99,8 Oz,30 g,103.0,11 g,0 mg,160 mg,1 g,0 g,0 g,0 g,,,,
1134,Organic Vegan Nacho Dip,$3.99,8 Oz,24 g,70.0,6g,0mg,150mg,2g,2g,0g,2g,,,,
1135,Organic Elote Corn Chip Dippers,$2.69,9.75 Oz,28 g/,148.0,8 g,0 mg,115 mg,17 g,1 g,0 g,2 g,0 mcg,40 mg,0.5 mg,40 mg
1136,"Ranch 
Seasoning Blend",$2.99,2 Oz,1 g,8.0,0 g,,65 mg,2 g,,,0 g,,,,
1137,"Peaches & Cream, Mango & Cream Yogurt Cups",$3.99,24 Oz,113 g,142.0,6 g,15 mg,55 mg,18 g,0 g,16 g,4 g,,,,
1138,Hatch Chile Mac & Cheese,$3.49,12 Oz,170 g,516.0,20 g,60 mg,860 mg,62 g,2 g,6 g,22 g,50 mcg,520 mg,2.9 mg,390 mg
1139,Sweet Potato,$0.89,1 Each,,0.0,,,,,,,,,,,
1140,Thai Banana Fritters,$2.99,6.7 Oz,95 g,533.0,25 g,0 mg,200 mg,73 g,6 g,37 g,4 g,0 mcg,20 mg,1 mg,650 mg
1141,,$3.99,8.8 Oz,,0.0,,,,,,,,,,,
1142,Organic Apple Banana Fruit Sauce Crushers,$2.99,12.7 Oz,90 g,64.0,0 g,0 mg,10 mg,16 g,2 g,12 g,0 g,0 mcg,3 mg,0 mg,160 mg
1143,"Strawberries & Cream, Bananas & Cream Yogurt Cups",$3.99,24 Oz,113 g,142.0,6 g,15 mg,55 mg,18 g,0 g,16 g,4 g,,,,
1144,Caramel Washed Gouda Cheese,$11.99,1 Lb,28 g,135.0,11g,30mg,180mg,2g,0g,0g,7g,0.1mcg,250mg,0mg,30mg
1145,Organic Bananas,$0.29,1 Each,,0.0,,,,,,,,,,,
1146,When Life Gives You Lemons Make Ice Cream,$3.79,1 Pint,132 g,922.0,46 g,210 mg,470 mg,115 g,2 g,99 g,12 g,1.7 mcg,350 mg,1.1 mg,400 mg
1147,Gyro Slices,$4.69,8 Oz,57 g,179.0,11 g,20 mg,320 mg,6 g,2 g,0 g,14 g,0 mcg,20 mg,1.1 mg,130 mg
1148,Italian Style Turkey Meatloaf,$8.99,24 Oz,,0.0,,,,,,,,,,,
1149,Egg Frittata,$3.49,4.94 Oz,140 g,275.0,15 g,135 mg,620 mg,10 g,1 g,3 g,25 g,0.3 mcg,390 mg,0.7 mg,260 mg
1150,Steamed Lentils,$3.29,17.63 Oz,100 g,128.5,0.5g,,230mg,21g,6g,,10g,,45mg,2mg,227mg
1151,Tteok Bok Ki,$3.99,16 Oz,140 g,277.5,1.5 g,0 mg,420 mg,61 g,3 g,10 g,5 g,0 mcg,30 mg,1.1 mg,130 mg
1152,Oat Chocolate Bars,$1.99,2.65 Oz,25 g,437.0,29 g,0 mg,15 mg,42 g,1 g,32 g,2 g,0 mcg,130 mg,1.4 mg,160 mg
1153,Egg Wraps,$4.69,4.44 Oz,42 g,62.5,2.5g,90mg,280mg,2g,2g,0g,8g,0mcg,20mg,0.5mg,110mg
1154,Everything but the Bagel Seasoned Crackers,$2.99,10 Oz,30 g,146.0,6 g,0 mg,240 mg,20 g,2 g,3 g,3 g,0 mcg,60 mg,1.3 mg,90 mg
1155,Jalapeño Sauce,$3.49,10 Oz,28 g,98.0,10 g,0 mg,110 mg,2 g,0 g,2 g,0 g,0 mcg,0 mg,0.1 mg,40 mg
1156,Pinks & Whites Dark Chocolate Bar,$2.99,3 Oz,30 g,458.0,26g,0mg,65mg,50g,6g,34g,6g,0mcg,50mg,6.9mg,480mg
1157,Sour Cream & Onion Flavored Rings,$1.99,2.5 Oz,28 g,343.0,15 g,0 mg,450 mg,41 g,4 g,2 g,11 g,0 mcg,140 mg,2.2 mg,330 mg
1158,Asian Style Spicy Peanut Vinaigrette,$3.49,12 Fl Oz,30 mL,76.0,4 g,0 mg,260 mg,8 g,0 g,9 g,2 g,,,,
1159,Taco Seasoning Mix,$0.99,1.3 Oz,3 g,4.0,0 g,,260 mg,1 g,,,0 g,,,0.5 mg,
1160,Wild Arugula,$2.29,7 Oz,,0.0,,,,,,,,,,,
1161,Jasper Hill Vault No 5 Cave Aged Cheese,$10.99,1 Lb,,0.0,,,,,,,,,,,
1162,Organic Tomato Paste,$0.99,6 Oz,33 g,28.0,0 g,0 mg,15 mg,6 g,2 g,4 g,1 g,,,,
1163,Organic Kidney Beans,$1.19,15.5 Oz,125 g,112.5,0.5 g,0 mg,120 mg,20 g,7 g,2 g,7 g,0 mcg,50 mg,1.7 mg,400 mg
1164,50% Less Salt Roasted & Salted Peanuts,$2.99,1 Lb,30 g,196.0,16 g,0 mg,60 mg,5 g,3 g,1 g,8 g,0 mcg,20 mg,0.4 mg,210 mg
1165,Guajillo Salsa,$2.99,12 Oz,30 g,16.0,0 g,0 mg,210 mg,2 g,0 g,2 g,2 g,,,,
1166,Organic 3 Grain Tempeh,$2.29,8 Oz,84 g,518.0,22 g,0 mg,5 mg,29 g,27 g,0 g,51 g,0 mcg,210 mg,5.0 mg,710 mg
1167,Thai Style Red Curry Sauce,$3.49,11 Oz,60 g,95.0,7 g,0 mg,760 mg,8 g,2 g,5 g,0 g,,,,
1168,All Natural Fresh Mozzarella Cheese,$3.99,0.5 Lb,28 g,82.0,6 g,20 mg,80 mg,2 g,0 g,2 g,5 g,,,,
1169,Fully Cooked Uncured Bavarian Bratwurst,$4.99,12 Oz,85 g/,250.0,22 g,60 mg,710 mg,2 g,0 g,2 g,11 g,,,,
1170,Battered Fish Nuggets,$5.99,16 Oz,113 g/,170.0,2 g,40 mg,350 mg,26 g,1 g,2 g,12 g,1 mcg,10 mg,0 mg,280 mg
1171,Organic Diced & Fire Roasted Tomatoes with Green Chiles,$1.99,14.5 Oz,120 g,28.0,0 g,0 mg,190 mg,5 g,1 g,3 g,2 g,0 mcg,40 mg,0.6 mg,310 mg
1172,All Natural Ground Chicken,$4.49,1 Lb,112 g,169.0,9 g,105 mg,130 mg,0 g,0 g,0 g,22 g,,,,
1173,Cinna-Dragons Gummy Candy,$2.29,7 Oz,30 g,112.0,0 g,,0 mg,28 g,,17 g,0 g,,,,
1174,Rosemary Croissant Croutons,$3.99,4.5 Oz,7 g,33.5,1.5 g,0 mg,80 mg,3 g,0 g,0 g,2 g,0.2 mcg,0 mg,0.1 mg,10 mg
1175,Freeze Dried Strawberries,$2.99,1.2 Oz,34 g,124.0,0 g,0 mg,5 mg,30 g,7 g,15 g,1 g,0 mcg,51 mg,3 mg,486 mg
1176,Gluten Free Almost Everything Bagels,$4.99,14 Oz,99 g,256.0,4 g,0 mg,730 mg,50 g,3 g,4 g,5 g,0 mcg,70 mg,1.7 mg,190 mg
1177,Finely Shredded Mexican Style Cheese Blend,$3.99,12 Oz,28 g,108.0,8 g,25 mg,150 mg,3 g,0 g,0 g,6 g,0.2 mcg,190 mg,0.1 mg,20 mg
1178,Vegetable Fried Rice,$2.99,16 Oz,159 g,647.0,7 g,0 mg,1470 mg,129 g,7 g,10 g,17 g,0 mcg,70 mg,2.7 mg,540 mg
1179,Blueberry Muffin Mix,$4.49,18.1 Oz,43 g,250.0,10 g,25 mg,230 mg,36 g,2 g,17 g,4 g,0.1 mcg,30 mg,1.2 mg,50 mg
1180,Jumbo Pitted Greek Kalamata Olives,$2.99,12 Fl Oz,15 g,48.5,4.5 g,,190 mg,2 g,,,0g,,,,
1181,Organic Balsamic Vinegar,$5.99,8.5 Fl Oz,15 ml,40.0,0 g,0 mg,10 mg,10 g,0 g,9 g,0 g,,,,
1182,Sesame Teriyaki Beef Skirt Steak,$16.99,1 Lb,112 g,224.0,12g,60mg,540mg,10g,0g,9g,19g,0.1mcg,10mg,1.6mg,240mg
1183,Tamarind Sauce,$2.99,7.05 Oz,36 g,64.0,0 g,0 mg,330 mg,14 g,0 g,11 g,2 g,,,,
1184,Cocoa & Sea Salt Instant Oatmeal,$2.99,14.8 Oz,42 g,162.5,2.5 g,0 mg,220 mg,31 g,4 g,8 g,4 g,0 mcg,20 mg,1.7 mg,150 mg
1185,Oat Non-Dairy Frozen Dessert Sandwiches,$3.69,14.8 Fl Oz,140 g,1000.0,36 g,0 mg,570 mg,158 g,3 g,80 g,11 g,0 mcg,50 mg,3.9 mg,220 mg
1186,Cacio e Pepe Ravioli,$3.99,8.8 Oz,83 g,213.0,9 g,50 mg,490 mg,25 g,1 g,5 g,8 g,0 mcg,130 mg,0.4 mg,100 mg
1187,Organic Tomato & Roasted Red Pepper Soup,$3.49,32 Fl Oz,240 mL,122.5,2.5 g,10 mg,710 mg,20 g,4 g,14 g,5 g,0 mcg,150 mg,0 mg,580 mg
1188,Peanut Butter Cocoa Marshmallows,$3.99,7 Oz,31 g,137.0,5g,0mg,50mg,21g,2g,18g,2g,0mcg,10mg,0.3mg,50mg
1189,Spicy Buffalo Cheddar,$8.99,1 Lb,28 g,104.0,8g,25mg,320mg,2g,2g,0g,6g,,,,
1190,Okie Dokie Oat Non-Dairy Frozen Dessert,$3.99,1 Pint,123 g,813.0,29 g,0 mg,440 mg,136 g,13 g,83 g,2 g,0 mcg,30 mg,0.6 mg,10 mg
1191,Dark Chocolate Strawberry Bar,$2.99,3 Oz,30 g,538.0,22g,0mg,10mg,51g,7g,34g,34g,0mcg,40mg,7mg,520mg
1192,Raspberry Hearts Cookies,$5.99,16 Oz,25 g,126.0,6 g,5 mg,50 mg,17 g,0 g,8 g,1 g,0.0 mcg,0 mg,0.4 mg,10 mg
1193,Dark Chocolate Almond Butter Pretzel Nuggets,$3.99,8 Oz,31 g,160.0,8 g,0 mg,125 mg,19 g,2 g,9 g,3 g,0 mcg,20 mg,1.4 mg,120 mg
1194,Dark Chocolate Bamba Snacks,$2.99,5 Oz,28 g,153.0,9 g,0 mg,55 mg,15 g,2 g,8 g,3 g,0.1 mcg,10 mg,1 mg,120 mg
1195,Creamy Salted Peanut Butter,$2.49,16 Oz,32 g,204.0,16 g,0 mg,140 mg,7 g,3 g,2 g,8 g,,,,
1196,Premium Milk & Dark Chocolate Covered Almonds,$7.49,16 Oz,30 g,167.0,11 g,10 mg,5 mg,14 g,2 g,11 g,3 g,,,,
1197,Cocoa Truffles,$3.99,8.8 Oz,30 g,181.0,13 g,0 mg,15 mg,15 g,1 g,12 g,1 g,0 mcg,20 mg,3.0 mg,240 mg
1198,Pretzel Sticks,$2.49,12 Oz,30 g,126.0,2 g,0 mg,140 mg,24 g,1 g,5 g,3 g,0 mcg,10 mg,1.1 mg,60 mg
1199,Raspberry Mousse Cakes,$3.99,5 Oz,71 g,702.0,30 g,50 mg,340 mg,102 g,2 g,60 g,6 g,0.6 mcg,140 mg,0.4 mg,80 mg
1200,Marinated Artichokes On The Go,$1.29,1.58 Oz,45 g,20.0,0 g,0 mg,125 mg,3 g,1 g,0 g,2 g,0 mcg,10 mg,0.1 mg,60 mg
1201,Incredisauce,$0.01,11 Oz,32 g,99.0,7 g,10 mg,240 mg,9 g,0 g,8 g,0 g,0 mcg,0 mg,0.1 mg,20 mg
1202,Root Vegetable Fries,$3.99,16 Oz,85 g,56.0,0 g,0 mg,70 mg,13 g,3 g,8 g,1 g,0 mcg,30 mg,0.5 mg,290 mg
1203,Organic Fusilli Corti Bucati Pasta,$1.99,1 Lb,56 g/,192.5,0.5 g,0 mg,0 mg,40 g,2 g,1 g,7 g,0 mcg,10 mg,0.6 mg,140 mg
1204,APPLE EACH OPAL,$1.19,1 Each,,0.0,,,,,,,,,,,
1205,Apple Cinnamon Oatmeal Bites,$3.99,9.2 Oz,3 pieces,239.0,11g,20mg,410mg,30g,3g,11g,5g,0mcg,90mg,0.9mg,210mg
1206,Quattro Formaggi,$5.49,12 Oz,28 g /,108.0,8 g,25 mg,230 mg,2 g,0 g,0 g,7 g,0 mcg,250 mg,0 mg,20 mg
1207,Glazed Sour Cream Donuts,$4.49,20.1 Oz,95 g,377.0,17 g,10 mg,310 mg,52 g,1 g,32 g,4 g,0 mcg,320 mg,1.5 mg,70 mg
1208,Uncured Apple Smoked Bacon,$6.49,12 Oz,15 g,83.0,7 g,15 mg,240 mg,0 g,0 g,0 g,5 g,,,0,
1209,Greek Yogurt with Honey,$5.49,32 Oz,170 g,239.0,15 g,45 mg,70 mg,20 g,0 g,17 g,6 g,0 mcg,210 mg,0.1 mg,240 mg
1210,Small Curd Cottage Cheese,$2.99,16 Oz,113 g,113.0,5 g,20 mg,320 mg,5 g,0 g,3 g,12 g,,,,
1211,Organic Petite Potato Medley,$3.49,24 Oz,,0.0,,,,,,,,,,,
1212,Ready Veggies,$2.99,12 Oz,85 g,36.0,0 g,0 mg,30 mg,7 g,2 g,2 g,2 g,0 mcg,50 mg,0.9 mg,280 mg
1213,Organic Ground Beef 85/15,$7.49,1 Lb,113 g,237.0,17 g,75 mg,75 mg,0 g,0 g,0g,21g,,,,
1214,Organic Free Range Boneless Skinless Chicken Breasts,$6.99,1 Lb,,0.0,,,,,,,,,,,
1215,Tomato Feta Soup,$4.49,20 Oz,245 g,325.0,17 g,45 mg,1840 mg,33 g,7 g,19 g,10 g,0.3 mcg,240 mg,2.7 mg,1030 mg
1216,Kettle Cooked Chicken Soup,$4.99,24 Oz,245 g,284.0,8 g,135 mg,1700 mg,16 g,4 g,6 g,37 g,0.1 mcg,90 mg,3.7 mg,1110 mg
1217,Spinach Tortellini,$2.99,10 Oz,100 g,733.0,13 g,65 mg,650 mg,123 g,10  g,2 g,31 g,0 mcg,345 mg,5 mg,763 mg
1218,Vanilla Overnight Oats,$1.99,5.5 Oz,156 g,244.0,8 g,0 mg,105 mg,35 g,6 g,12 g,8 g,,,,
1219,All Natural Fully Cooked Maple Chicken Breakfast Sausage,$4.69,12 Oz,57 g,88.0,4 g,50 mg,430 mg,3 g,0 g,3 g,10 g,,,,
